Date,Open,High,Low,Close,Volume,Adj Close
2014-01-02,1115.4599759999999,1117.750042,1108.2600300000001,1113.120033,3639100.0,557.117134
2014-01-03,1114.999987,1116.930062,1104.929989,1104.999987,3330000.0,553.053047
2014-01-06,1113.010036,1118.860015,1106.439952,1117.320052,3535000.0,559.219245
2014-01-07,1124.999987,1139.6899939999998,1121.159959,1138.860015,5100000.0,570.000007
2014-01-08,1145.9999619999999,1147.320052,1133.290029,1141.230079,4480500.0,571.186226
2014-01-09,1143.440025,1144.220006,1125.5599730000001,1130.239981,4164800.0,565.685676
2014-01-10,1139.080009,1139.080009,1122.2500539999999,1130.179983,4282700.0,565.6556469999999
2014-01-13,1126.470073,1146.910062,1117.1700560000002,1122.980036,4832900.0,562.0520700000001
2014-01-14,1137.9500369999998,1150.9999619999999,1128.090034,1149.400001,4960200.0,575.275276
2014-01-15,1152.990036,1154.999987,1143.790016,1148.6200199999998,3896400.0,574.884895
2014-01-16,1149.100009,1157.9300369999999,1148.000036,1156.219957,3364400.0,578.688667
2014-01-17,1156.850063,1160.629971,1144.200006,1150.529974,5397100.0,575.840828
2014-01-21,1160.9299640000002,1164.0000109999999,1151.3000769999999,1163.700018,3955800.0,582.432442
2014-01-22,1166.6100689999998,1167.890038,1158.860014,1165.019986,3139600.0,583.0930860000001
2014-01-23,1159.999987,1162.4900480000001,1154.3700019999999,1160.099984,3894300.0,580.630623
2014-01-24,1151.0099619999999,1153.5500220000001,1123.000036,1123.8300160000001,7777200.0,562.477485
2014-01-27,1126.09996,1126.49995,1082.2700539999998,1101.230079,8698400.0,551.166206
2014-01-28,1110.3199789999999,1125.749969,1109.939989,1123.010036,4415900.0,562.0670849999999
2014-01-29,1119.120009,1121.750066,1099.420001,1106.920062,4755000.0,554.014045
2014-01-30,1144.999987,1152.4900480000001,1127.2500539999999,1135.389977,10172600.0,568.263252
2014-01-31,1171.3499539999998,1186.539949,1151.1299589999999,1180.969963,11121400.0,591.076057
2014-02-03,1179.200006,1181.720066,1132.01006,1133.430025,9129000.0,567.282295
2014-02-04,1137.990036,1154.999987,1137.01006,1138.160032,5618100.0,569.649666
2014-02-05,1143.380026,1150.769968,1128.020035,1143.200031,4784200.0,572.172188
2014-02-06,1151.1299589999999,1160.159983,1147.5500470000002,1159.959988,3889300.0,580.560554
2014-02-07,1167.630044,1177.900038,1160.5599730000001,1177.440049,5267100.0,589.309334
2014-02-10,1171.8000650000001,1182.40005,1169.02001,1172.9300369999999,3886500.0,587.052071
2014-02-11,1180.1699820000001,1191.870063,1172.210055,1190.179982,4097400.0,595.6856769999999
2014-02-12,1189.0000109999999,1189.999986,1181.379953,1186.690067,3445500.0,593.9389719999999
2014-02-13,1180.749968,1199.899989,1179.659995,1199.899989,3669100.0,600.550545
2014-02-14,1195.609971,1204.390001,1192.80004,1202.80004,4369000.0,602.002022
2014-02-18,1201.4100740000001,1212.870038,1199.999986,1210.879965,4213500.0,606.046028
2014-02-19,1205.299979,1209.2200050000001,1197.500047,1202.340051,4202900.0,601.771797
2014-02-20,1203.1400310000001,1206.890062,1200.219981,1204.110008,3398100.0,602.657662
2014-02-21,1207.810039,1209.869989,1202.8400390000002,1203.790016,3720800.0,602.4975049999999
2014-02-24,1205.3599769999998,1220.1599820000001,1205.099984,1212.510047,3345200.0,606.8618849999999
2014-02-25,1215.939963,1224.499998,1210.419976,1219.999986,2874500.0,610.610604
2014-02-26,1224.00001,1228.8800130000002,1213.760016,1220.1699820000001,3960400.0,610.695687
2014-02-27,1218.390025,1224.2300050000001,1217.010059,1219.2100050000001,2517400.0,610.2152179999999
2014-02-28,1220.339978,1224.190006,1206.2199560000001,1215.64997,4622500.0,608.433418
2014-03-03,1206.750065,1207.8400390000002,1192.140056,1202.690042,4205300.0,601.946968
2014-03-04,1214.999986,1215.9999619999999,1209.499998,1214.909988,2932400.0,608.0630570000001
2014-03-05,1215.0499849999999,1223.080033,1211.4100740000001,1218.260028,2468100.0,609.739754
2014-03-06,1222.280052,1226.149958,1218.6000199999999,1219.609995,2533600.0,610.415413
2014-03-07,1226.800064,1226.990059,1211.440073,1214.789991,3027100.0,608.002999
2014-03-10,1215.689969,1217.640044,1204.090008,1211.57007,2426700.0,606.391426
2014-03-11,1213.770016,1214.320003,1196.640068,1199.989986,3422500.0,600.595589
2014-03-12,1196.4000740000001,1207.8500390000002,1184.190006,1207.300052,3924600.0,604.25428
2014-03-13,1207.950036,1210.499974,1184.759992,1189.060009,4686500.0,595.12513
2014-03-14,1181.9900599999999,1190.869965,1172.530047,1172.80004,4583200.0,586.9870070000001
2014-03-17,1179.250005,1197.070058,1178.110033,1192.100057,4319800.0,596.646675
2014-03-18,1194.6699939999999,1211.5300710000001,1193.060034,1211.260077,3626300.0,606.236275
2014-03-19,1211.800064,1211.990059,1194.410001,1199.250004,3222500.0,600.2252269999999
2014-03-20,1199.949987,1209.6099960000001,1195.3599769999998,1197.160055,3366000.0,599.179207
2014-03-21,1206.310076,1209.629995,1182.450049,1183.0400339999999,6410500.0,592.112129
2014-03-24,1184.190006,1184.899989,1145.9499640000001,1157.9300369999999,6068100.0,579.544563
2014-03-25,1165.9999619999999,1169.83999,1147.00006,1158.720018,4815500.0,579.9399490000001
2014-03-26,1162.01006,1171.57007,1131.500072,1131.970061,5154800.0,566.551582
2014-03-27,1130.849966,1131.940062,1102.100058,1114.280005,7636700.0,557.6977
